Month_year,Consultation_Type,Case,Under 1 Male,Under 1 Female,1-4 Male,1-4 Female,5-9 Male,5-9 Female,10-14 Male,10-14 Female,15-18 Male,15-18 Female,19-24 Male,19-24 Female,25-29 Male,25-29 Female,30-34 Male,30-34 Female,35-39 Male,35-39 Female,40-44 Male,40-44 Female,45-49 Male,45-49 Female,50-54 Male,50-54 Female,55-59 Male,55-59 Female,60-64 Male,60-64 Female,65-69 Male,65-69 Female,70 Over Male,70 Over Female
2024 - 7,1.0,7,3.0,3.0,1.0,3.0,4.0,5.0,2.0,,1.0,3.0,2.0,10.0,,7.0,1.0,6.0,,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,2.0,14.0,17.0
2024 - 7,1.0,5,19.0,6.0,32.0,14.0,4.0,2.0,1.0,,1.0,1.0,3.0,3.0,5.0,3.0,,2.0,,,,,1.0,2.0,1.0,,,1.0,,,,,,1.0
2024 - 7,1.0,10,,,,,,2.0,,3.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,6.0,3.0,3.0,3.0,1.0,6.0,3.0,7.0,1.0,6.0,4.0,10.0,3.0,8.0,3.0,8.0
2024 - 7,1.0,8,,,,,5.0,4.0,2.0,3.0,3.0,3.0,4.0,9.0,3.0,9.0,3.0,2.0,3.0,10.0,,9.0,3.0,3.0,,3.0,,2.0,2.0,1.0,2.0,3.0,1.0,
2024 - 7,1.0,33,,,1.0,,4.0,3.0,3.0,6.0,5.0,2.0,4.0,5.0,1.0,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,5.0
2024 - 7,1.0,45,1.0,2.0,7.0,3.0,6.0,1.0,,,,1.0,3.0,4.0,1.0,1.0,1.0,2.0,,1.0,3.0,3.0,1.0,4.0,,1.0,2.0,3.0,2.0,,1.0,1.0,6.0,2.0
2024 - 7,2.0,46,26.0,18.0,64.0,51.0,34.0,20.0,5.0,8.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2024 - 7,2.0,12,5.0,2.0,12.0,20.0,13.0,18.0,9.0,10.0,6.0,17.0,3.0,17.0,1.0,12.0,2.0,9.0,1.0,12.0,1.0,18.0,1.0,4.0,2.0,5.0,,5.0,,5.0,2.0,4.0,4.0,2.0
2024 - 7,2.0,11,21.0,12.0,50.0,18.0,6.0,5.0,3.0,,1.0,1.0,1.0,7.0,6.0,3.0,2.0,5.0,,3.0,1.0,1.0,1.0,1.0,,2.0,,4.0,1.0,1.0,,1.0,2.0,3.0
2024 - 7,2.0,14,12.0,4.0,19.0,18.0,13.0,8.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,6.0,3.0,3.0,1.0,1.0,,1.0,,,,1.0,3.0,,,2.0,,,1.0,1.0
2024 - 7,2.0,47,,1.0,,,,1.0,,,2.0,2.0,5.0,5.0,2.0,5.0,4.0,3.0,3.0,1.0,6.0,5.0,4.0,7.0,3.0,4.0,1.0,3.0,5.0,4.0,5.0,6.0,19.0,15.0
2024 - 7,2.0,20,,,18.0,10.0,18.0,16.0,13.0,5.0,1.0,,4.0,4.0,1.0,3.0,3.0,,,,1.0,,1.0,,,1.0,,,,,,,,1.0
2024 - 7,2.0,48,,,,,6.0,2.0,1.0,3.0,3.0,1.0,9.0,11.0,4.0,10.0,4.0,2.0,3.0,6.0,,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,,2.0
2024 - 7,2.0,16,6.0,,17.0,12.0,12.0,2.0,3.0,3.0,4.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,,3.0,,,,,,1.0,1.0,,1.0,,1.0,,1.0,
2024 - 7,2.0,49,2.0,2.0,27.0,18.0,6.0,2.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
2024 - 7,2.0,15,,1.0,7.0,18.0,8.0,7.0,3.0,2.0,,,,1.0,1.0,4.0,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,,,,1.0
2024 - 7,3.0,23,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,2.0
2024 - 7,3.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
2024 - 7,3.0,50,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,
2024 - 7,3.0,38,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0
2024 - 7,3.0,51,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0
2024 - 7,3.0,52,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
2024 - 7,3.0,47,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2024 - 7,3.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2024 - 7,3.0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2024 - 7,3.0,55,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2023 - 6,1.0,1,47.0,23.0,183.0,149.0,104.0,88.0,40.0,32.0,7.0,5.0,7.0,9.0,5.0,4.0,1.0,2.0,,2.0,4.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,5.0,2.0,2.0
2023 - 6,1.0,4,2.0,,17.0,5.0,31.0,14.0,8.0,9.0,1.0,11.0,1.0,22.0,3.0,11.0,4.0,10.0,2.0,4.0,5.0,1.0,2.0,4.0,2.0,,5.0,3.0,1.0,3.0,2.0,,,5.0
2023 - 6,1.0,9,21.0,6.0,29.0,24.0,14.0,24.0,10.0,5.0,7.0,,,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,,1.0,1.0,,2.0,,1.0,,1.0,2.0,2.0,1.0,4.0
2023 - 6,1.0,3,12.0,3.0,38.0,23.0,25.0,15.0,9.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,2.0,,2.0,,1.0,,,3.0,,1.0,2.0,3.0
2023 - 6,1.0,7,4.0,1.0,4.0,4.0,4.0,1.0,1.0,6.0,2.0,3.0,,2.0,2.0,,1.0,,2.0,2.0,5.0,2.0,2.0,2.0,6.0,1.0,7.0,5.0,9.0,5.0,9.0,4.0,10.0,12.0
2023 - 6,1.0,157,2.0,,46.0,29.0,5.0,1.0,1.0,2.0,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,
2023 - 6,1.0,10,,,,2.0,,5.0,6.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,,3.0,2.0,2.0,3.0,4.0,,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,6.0
2023 - 6,1.0,5,6.0,7.0,19.0,11.0,5.0,1.0,,,1.0,1.0,,3.0,,1.0,,2.0,2.0,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,3.0
2023 - 6,1.0,17,,,8.0,7.0,8.0,4.0,11.0,2.0,3.0,,3.0,1.0,2.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,,,,1.0,3.0,,1.0,1.0,,1.0
2023 - 6,1.0,8,,,,,3.0,,8.0,2.0,4.0,2.0,1.0,3.0,2.0,5.0,4.0,7.0,,4.0,,2.0,2.0,2.0,1.0,3.0,1.0,,1.0,,,2.0,1.0,1.0
2023 - 6,2.0,12,6.0,1.0,8.0,19.0,9.0,24.0,3.0,14.0,2.0,4.0,1.0,10.0,1.0,9.0,1.0,6.0,,8.0,1.0,6.0,2.0,6.0,,3.0,,3.0,2.0,2.0,3.0,3.0,,2.0
2023 - 6,2.0,16,4.0,2.0,24.0,16.0,16.0,13.0,6.0,2.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,1.0,,1.0,
2023 - 6,2.0,15,1.0,,16.0,4.0,16.0,13.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,,1.0,,3.0,,,1.0,,1.0,,1.0,1.0,,2.0,,3.0,,1.0
2023 - 6,2.0,11,8.0,5.0,25.0,14.0,3.0,6.0,3.0,1.0,,2.0,,4.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,2.0,
2023 - 6,2.0,115,1.0,1.0,6.0,10.0,9.0,6.0,10.0,4.0,2.0,2.0,4.0,,,,1.0,,,,2.0,1.0,3.0,1.0,,,,,,,,1.0,,1.0
2023 - 6,2.0,17,,,11.0,5.0,9.0,4.0,10.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,,,1.0,,,2.0,1.0,1.0,,,1.0,3.0,1.0,1.0,,,
2023 - 6,2.0,49,1.0,2.0,30.0,20.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 6,2.0,14,2.0,,12.0,9.0,10.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,
2023 - 6,2.0,158,4.0,4.0,14.0,8.0,5.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 6,2.0,159,,,,2.0,,,,,,,1.0,1.0,1.0,,3.0,,1.0,,,1.0,,1.0,2.0,3.0,4.0,,,4.0,3.0,,3.0,3.0
2023 - 6,3.0,38,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,2.0
2023 - 6,3.0,160,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,
2023 - 6,3.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
2023 - 6,3.0,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0
2023 - 6,3.0,162,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,
2023 - 6,3.0,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
2023 - 6,3.0,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2023 - 6,3.0,164,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 6,3.0,165,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2023 - 6,3.0,166,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 - 6,1.0,1,14.0,14.0,50.0,37.0,25.0,21.0,9.0,7.0,4.0,7.0,9.0,2.0,2.0,,4.0,1.0,1.0,1.0,2.0,,,1.0,,,,2.0,2.0,1.0,1.0,,,1.0
2024 - 6,1.0,3,13.0,8.0,39.0,31.0,22.0,16.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,,1.0,,2.0,,,,3.0,,2.0,1.0,1.0,,1.0,,1.0,,3.0
2024 - 6,1.0,4,,,17.0,14.0,19.0,11.0,8.0,9.0,2.0,6.0,1.0,9.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,7.0,,,3.0,2.0,,,3.0,3.0,1.0,2.0,3.0,2.0
2024 - 6,1.0,7,3.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,8.0,1.0,2.0,7.0,3.0,1.0,4.0,2.0,3.0,6.0,5.0,3.0,6.0,4.0,6.0,4.0,6.0,4.0,6.0,9.0,12.0
2024 - 6,1.0,5,20.0,7.0,32.0,15.0,5.0,1.0,1.0,,,,2.0,2.0,1.0,2.0,,,,2.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
2024 - 6,1.0,17,1.0,,13.0,7.0,10.0,4.0,9.0,3.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,2.0,2.0,3.0,1.0,1.0,,,2.0,3.0,1.0,,2.0
2024 - 6,1.0,8,,,,,7.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,4.0,1.0,7.0,4.0,6.0,1.0,2.0,2.0,4.0,1.0,,1.0,3.0,3.0,3.0,,3.0,,5.0
2024 - 6,1.0,10,,,,,1.0,1.0,,,,5.0,4.0,2.0,,1.0,3.0,3.0,,,2.0,6.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,8.0,5.0,7.0,3.0,5.0
2024 - 6,1.0,6,9.0,9.0,13.0,9.0,4.0,7.0,1.0,2.0,1.0,,3.0,1.0,,1.0,,4.0,,1.0,,1.0,,,,1.0,,,,,,1.0,,2.0
2024 - 6,1.0,33,,,,,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,,1.0,5.0,,2.0,2.0,,2.0,,4.0,1.0,4.0,
2024 - 6,2.0,11,23.0,13.0,58.0,28.0,15.0,7.0,4.0,2.0,1.0,1.0,5.0,3.0,4.0,4.0,1.0,2.0,,3.0,,2.0,1.0,1.0,,1.0,,,2.0,3.0,,2.0,3.0,
2024 - 6,2.0,34,17.0,17.0,31.0,27.0,10.0,10.0,1.0,4.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,6.0,,3.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,3.0,2.0,7.0,8.0
2024 - 6,2.0,12,2.0,1.0,8.0,14.0,5.0,9.0,2.0,10.0,,9.0,6.0,13.0,1.0,10.0,1.0,5.0,2.0,4.0,3.0,2.0,,2.0,1.0,6.0,,6.0,2.0,5.0,,3.0,,8.0
2024 - 6,2.0,48,,,2.0,2.0,5.0,2.0,2.0,2.0,1.0,6.0,8.0,12.0,4.0,4.0,3.0,7.0,2.0,4.0,5.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0
2024 - 6,2.0,17,1.0,,11.0,7.0,8.0,5.0,10.0,3.0,4.0,1.0,3.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,2.0,2.0,3.0,1.0,,,,3.0,3.0,1.0,,2.0
2024 - 6,2.0,20,1.0,,18.0,10.0,12.0,12.0,5.0,1.0,1.0,2.0,3.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,
2024 - 6,2.0,16,1.0,2.0,12.0,10.0,6.0,8.0,1.0,2.0,1.0,,3.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
2024 - 6,2.0,15,2.0,1.0,6.0,10.0,10.0,4.0,,2.0,2.0,4.0,,,,,,1.0,,,1.0,,,2.0,,,,,,1.0,,1.0,,
2024 - 6,2.0,36,,,,,,,,,1.0,,1.0,,,,2.0,,,1.0,2.0,5.0,7.0,3.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0
2024 - 6,2.0,14,4.0,1.0,6.0,5.0,6.0,4.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0
2024 - 6,3.0,38,2.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,1.0
2024 - 6,3.0,23,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0
2024 - 6,3.0,56,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2024 - 6,3.0,57,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2024 - 6,3.0,58,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2024 - 6,3.0,59,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2024 - 6,3.0,60,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2024 - 6,3.0,61,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2024 - 6,3.0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2024 - 6,3.0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2024 - 3,1.0,1,24.0,21.0,75.0,55.0,56.0,54.0,19.0,15.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,3.0,,4.0
2024 - 3,1.0,3,19.0,13.0,49.0,53.0,32.0,28.0,4.0,11.0,2.0,1.0,,4.0,,3.0,,1.0,,2.0,,2.0,,,1.0,,,5.0,,1.0,1.0,,,5.0
2024 - 3,1.0,6,37.0,27.0,39.0,36.0,29.0,12.0,7.0,9.0,2.0,3.0,,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,,1.0,4.0,1.0,3.0,2.0,,1.0,,2.0,3.0
2024 - 3,1.0,4,1.0,,12.0,15.0,27.0,19.0,6.0,5.0,5.0,7.0,10.0,10.0,3.0,6.0,2.0,5.0,,3.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,6.0
2024 - 3,1.0,5,17.0,19.0,33.0,34.0,12.0,4.0,,1.0,1.0,3.0,,1.0,,,,2.0,,1.0,2.0,2.0,,,2.0,1.0,1.0,1.0,,,,,1.0,2.0
2024 - 3,1.0,7,6.0,4.0,8.0,6.0,4.0,3.0,,4.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,5.0,10.0,14.0
2024 - 3,1.0,10,,,,,,1.0,1.0,3.0,1.0,2.0,1.0,5.0,3.0,4.0,,5.0,2.0,4.0,5.0,7.0,3.0,7.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,7.0,4.0,14.0
2024 - 3,1.0,8,1.0,,1.0,,7.0,2.0,6.0,3.0,1.0,6.0,6.0,6.0,1.0,12.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,,2.0,,3.0,1.0,3.0,2.0,2.0
2024 - 3,1.0,33,,,,,1.0,3.0,1.0,3.0,2.0,,4.0,8.0,2.0,5.0,3.0,2.0,1.0,,2.0,5.0,2.0,5.0,1.0,2.0,3.0,1.0,5.0,3.0,3.0,4.0,3.0,2.0
2024 - 3,1.0,45,6.0,1.0,9.0,11.0,1.0,5.0,2.0,3.0,1.0,2.0,,2.0,1.0,1.0,,4.0,1.0,1.0,,1.0,1.0,,,3.0,2.0,,3.0,,3.0,,1.0,2.0
2024 - 3,2.0,34,35.0,23.0,32.0,24.0,11.0,9.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,,2.0,1.0,1.0,4.0,,4.0,,2.0,,2.0,2.0,2.0,4.0,10.0
2024 - 3,2.0,11,23.0,19.0,33.0,33.0,13.0,8.0,3.0,1.0,1.0,1.0,,2.0,1.0,,2.0,2.0,,4.0,1.0,6.0,,,,,,3.0,,,,,,1.0
2024 - 3,2.0,12,1.0,3.0,6.0,10.0,8.0,14.0,5.0,6.0,1.0,2.0,1.0,12.0,,7.0,,2.0,,5.0,,2.0,1.0,2.0,,5.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,12.0
2024 - 3,2.0,17,,,8.0,4.0,11.0,5.0,6.0,3.0,4.0,,6.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,2.0,2.0,2.0,1.0,,,2.0,1.0,,,,2.0
2024 - 3,2.0,64,1.0,1.0,5.0,1.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,,2.0,2.0,,1.0,3.0,1.0,1.0,,1.0,,,,3.0,2.0,,,,,,1.0
2024 - 3,2.0,65,1.0,,5.0,6.0,5.0,2.0,1.0,1.0,,1.0,1.0,4.0,,,,1.0,1.0,1.0,1.0,,,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0,,1.0
2024 - 3,2.0,37,2.0,,2.0,2.0,7.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,,,1.0,,,,,,1.0,,,1.0,,1.0,1.0
2024 - 3,2.0,15,,1.0,2.0,6.0,9.0,2.0,2.0,2.0,,1.0,2.0,3.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,
2024 - 3,2.0,66,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,2.0,,3.0,,1.0,,4.0,1.0,1.0,1.0,6.0,2.0
2024 - 3,2.0,67,,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,1.0,1.0,,,,1.0,,,,,,
2024 - 3,3.0,23,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,
2024 - 3,3.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
2024 - 3,3.0,68,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 - 3,3.0,38,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2024 - 3,3.0,69,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 - 3,3.0,70,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2024 - 3,3.0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2024 - 3,3.0,72,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2024 - 3,3.0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2024 - 3,3.0,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2024 - 5,1.0,1,17.0,18.0,49.0,69.0,33.0,29.0,11.0,9.0,4.0,4.0,3.0,5.0,5.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,3.0,,2.0,1.0,3.0
2024 - 5,1.0,3,11.0,10.0,37.0,35.0,22.0,14.0,11.0,8.0,,4.0,3.0,4.0,2.0,4.0,2.0,,,2.0,,2.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0
2024 - 5,1.0,4,,1.0,11.0,7.0,22.0,11.0,12.0,9.0,2.0,9.0,4.0,10.0,2.0,7.0,5.0,5.0,6.0,4.0,6.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,,3.0,5.0
2024 - 5,1.0,7,2.0,1.0,9.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,,1.0,8.0,8.0,4.0,5.0,5.0,3.0,11.0,8.0
2024 - 5,1.0,6,27.0,16.0,16.0,10.0,9.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,,7.0,,2.0,,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,3.0,2.0
2024 - 5,1.0,5,17.0,6.0,31.0,18.0,3.0,4.0,2.0,3.0,,1.0,1.0,3.0,,,,3.0,,3.0,,3.0,1.0,,,1.0,1.0,,,1.0,,,1.0,
2024 - 5,1.0,8,,,,1.0,1.0,1.0,2.0,6.0,4.0,7.0,3.0,2.0,7.0,8.0,2.0,7.0,2.0,6.0,2.0,6.0,1.0,4.0,,2.0,1.0,3.0,2.0,2.0,,2.0,1.0,4.0
2024 - 5,1.0,17,,,11.0,5.0,15.0,7.0,5.0,1.0,4.0,2.0,6.0,1.0,,2.0,4.0,,3.0,4.0,3.0,4.0,2.0,1.0,1.0,,,1.0,2.0,1.0,,3.0,1.0,1.0
2024 - 5,1.0,135,,,1.0,,,,1.0,1.0,6.0,2.0,3.0,1.0,4.0,,2.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,6.0,4.0,4.0,6.0,3.0,1.0,2.0,4.0,6.0,9.0
2024 - 5,1.0,10,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,,2.0,,4.0,,4.0,2.0,7.0,4.0,2.0,2.0,6.0,2.0,8.0,2.0,4.0,4.0,4.0
2024 - 5,2.0,34,35.0,21.0,50.0,35.0,21.0,9.0,4.0,2.0,2.0,5.0,7.0,2.0,1.0,7.0,,5.0,3.0,4.0,1.0,3.0,4.0,5.0,4.0,3.0,5.0,7.0,4.0,6.0,6.0,6.0,17.0,14.0
2024 - 5,2.0,12,4.0,8.0,16.0,22.0,15.0,22.0,7.0,10.0,5.0,15.0,6.0,23.0,5.0,8.0,2.0,10.0,1.0,9.0,5.0,7.0,1.0,3.0,5.0,4.0,3.0,6.0,3.0,7.0,2.0,5.0,3.0,17.0
2024 - 5,2.0,11,25.0,9.0,50.0,46.0,12.0,10.0,6.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,,1.0,,2.0,,,,2.0,,1.0,3.0,3.0
2024 - 5,2.0,48,,,,,3.0,3.0,10.0,11.0,2.0,6.0,5.0,5.0,8.0,10.0,7.0,5.0,6.0,5.0,1.0,6.0,4.0,5.0,1.0,3.0,1.0,3.0,1.0,6.0,,1.0,,3.0
2024 - 5,2.0,20,1.0,,20.0,20.0,24.0,8.0,8.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,
2024 - 5,2.0,17,,,9.0,5.0,15.0,6.0,2.0,,3.0,2.0,4.0,1.0,,2.0,2.0,,3.0,4.0,1.0,,4.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0
2024 - 5,2.0,36,,,,,,,,,1.0,,1.0,1.0,1.0,,,,2.0,3.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,7.0,5.0,6.0,5.0,2.0,3.0,7.0
2024 - 5,2.0,16,4.0,3.0,8.0,8.0,10.0,6.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,,
2024 - 5,2.0,160,,,,,,,,,,,,1.0,,1.0,,,,,2.0,3.0,6.0,2.0,2.0,3.0,5.0,6.0,6.0,1.0,1.0,3.0,7.0,3.0
2024 - 5,2.0,64,,,2.0,1.0,4.0,3.0,2.0,5.0,4.0,1.0,1.0,,,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,,,2.0,,,,,,3.0,1.0,1.0
2024 - 5,3.0,34,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,2.0,
2024 - 5,3.0,38,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,2.0,2.0
2024 - 5,3.0,23,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0
2024 - 5,3.0,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2024 - 5,3.0,168,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2024 - 5,3.0,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2024 - 5,3.0,160,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2024 - 5,3.0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2024 - 5,3.0,171,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2024 - 5,3.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2024 - 11,1.0,1,27.0,22.0,95.0,110.0,128.0,103.0,96.0,78.0,36.0,35.0,22.0,24.0,5.0,10.0,7.0,6.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,8.0,5.0
2024 - 11,1.0,6,50.0,40.0,73.0,59.0,19.0,29.0,6.0,10.0,3.0,1.0,2.0,3.0,,,,2.0,3.0,1.0,1.0,1.0,,,1.0,3.0,1.0,,3.0,4.0,1.0,2.0,14.0,16.0
2024 - 11,1.0,3,8.0,5.0,30.0,33.0,24.0,21.0,10.0,12.0,3.0,6.0,8.0,7.0,,2.0,,3.0,1.0,,1.0,1.0,2.0,,1.0,3.0,,1.0,1.0,,2.0,3.0,1.0,5.0
